Source File Name:	small_signal_Bridge_new
Signal:	FFT - Vib & Ref1 H1 Velocity / Voltage - Mag. & Phase

Frequency	Magnitude	Phase
545750	5.4316	-124.0303
545812.5	5.318072	-125.0742
545875	5.353675	-126.8059
545937.5	5.394847	-126.7372
546000	5.284245	-127.4608
546062.5	5.26263	-129.0388
546125	5.347505	-129.5522
546187.5	5.273515	-130.3102
546250	5.270087	-131.2444
546312.5	5.232401	-132.0909
546375	5.227881	-133.515
546437.5	5.258405	-133.3474
546500	5.150558	-134.5948
546562.5	5.13314	-135.8372
546625	5.157959	-136.0341
546687.5	5.084348	-136.6839
546750	5.050802	-138.2771
546812.5	5.038013	-138.5727
546875	4.975996	-139.2985
546937.5	4.975128	-139.9296
547000	4.929997	-140.7631
547062.5	4.922965	-141.8904
547125	4.953321	-142.0101
547187.5	4.813641	-142.7536
547250	4.838766	-144.7782
547312.5	4.851903	-144.4011
547375	4.72473	-145.0266
547437.5	4.696511	-146.4018
547500	4.697577	-146.9356
547562.5	4.639719	-147.441
547625	4.609785	-148.1921
547687.5	4.561235	-148.5078
547750	4.571983	-149.5723
547812.5	4.540536	-149.5726
547875	4.430574	-150.1091
547937.5	4.450107	-151.6496
548000	4.473581	-151.5488
548062.5	4.351864	-151.8469
548125	4.339075	-153.3249
548187.5	4.34409	-153.6141
548250	4.291601	-153.9516
548312.5	4.258531	-154.1497
548375	4.182392	-155.2564
548437.5	4.202511	-156.1296
548500	4.169194	-155.9522
548562.5	4.078397	-156.468
548625	4.117076	-157.7891
548687.5	4.11005	-157.5231
548750	3.988048	-157.8295
548812.5	3.989188	-158.9537
548875	3.985023	-158.9534
548937.5	3.933574	-159.6243
549000	3.897548	-159.7774
549062.5	3.857352	-160.756
549125	3.854019	-161.2088
549187.5	3.829726	-160.6363
549250	3.744482	-161.7454
549312.5	3.751336	-162.9049
549375	3.767805	-162.2546
549437.5	3.673777	-162.7611
549500	3.671656	-164.0142
549562.5	3.65383	-163.9811
549625	3.613904	-164.1174
549687.5	3.608749	-164.4686
549750	3.537841	-165.2509
549812.5	3.559372	-165.9677
549875	3.527988	-165.1702
549937.5	3.449275	-166.3789
550000	3.455667	-167.1663
550062.5	3.443611	-166.7441
550125	3.372746	-167.2767
550187.5	3.393566	-168.1731
550250	3.363872	-168.1111
550312.5	3.327432	-168.5041
550375	3.298688	-169.1049
550437.5	3.250707	-169.4051
550500	3.254356	-169.9664
550562.5	3.214934	-169.1024
550625	3.143626	-170.3472
550687.5	3.193884	-171.1721
550750	3.167058	-170.1678
550812.5	3.103466	-171.1465
550875	3.115088	-172.0111
550937.5	3.10202	-171.6201
551000	3.059156	-171.9001
551062.5	3.025314	-172.3895
551125	2.999874	-172.8818
551187.5	3.021319	-173.3435
551250	2.97207	-172.267
551312.5	2.919001	-173.9514
551375	2.944064	-173.905
551437.5	2.895892	-173.5661
551500	2.85059	-174.6528
551562.5	2.865258	-174.6794
551625	2.854931	-175.0434
551687.5	2.812196	-175.0244
551750	2.786593	-175.1976
551812.5	2.770869	-175.7804
551875	2.791026	-175.6259
551937.5	2.721676	-175.6973
552000	2.694845	-176.4301
552062.5	2.727804	-176.677
552125	2.680417	-176.0725
552187.5	2.640596	-177.0236
552250	2.670914	-177.3464
552312.5	2.631488	-177.48
552375	2.61571	-177.6607
552437.5	2.592612	-177.6342
552500	2.578251	-178.6117
552562.5	2.581435	-178.0308
552625	2.526246	-177.7394
552687.5	2.514194	-179.1396
552750	2.535938	-179.2612
552812.5	2.489883	-178.7954
552875	2.458802	-179.9586
552937.5	2.470288	-179.6182
553000	2.437884	-179.4945
553062.5	2.425572	-179.5468
553125	2.398221	-179.8125
553187.5	2.367806	179.4998
553250	2.405713	179.6882
553312.5	2.34343	179.8956
553375	2.35155	178.5524
553437.5	2.365478	179.1814
553500	2.30399	179.2567
553562.5	2.298532	178.0822
553625	2.304142	178.262
553687.5	2.275588	178.5557
553750	2.271218	178.0764
553812.5	2.230069	178.1371
553875	2.240282	177.2934
553937.5	2.257166	178.2407
554000	2.200074	177.9363
554062.5	2.210885	176.6813
554125	2.209878	177.2687
554187.5	2.157989	177.3435
554250	2.153209	176.3387
554312.5	2.157652	176.3107
554375	2.147354	176.4969
554437.5	2.12383	176.5358
554500	2.102775	176.0864
554562.5	2.107862	175.763
554625	2.101122	176.6346
554687.5	2.055866	175.6083
554750	2.072038	174.9384
554812.5	2.077417	176.4337
554875	2.015483	175.2925
554937.5	2.02909	175.0409
555000	2.037372	175.1114
555062.5	2.008771	174.6805
555125	2.00444	174.7051
555187.5	1.986766	174.1625
555250	1.991223	174.2155
555312.5	1.990476	174.9143
555375	1.940918	174.0097
555437.5	1.95894	173.2615
555500	1.944201	174.402
555562.5	1.914245	173.5343
555625	1.923233	173.0931
555687.5	1.91944	173.4197
555750	1.913324	173.4847
555812.5	1.889108	173.2236
555875	1.870842	172.6878
555937.5	1.904523	172.5064
556000	1.852018	173.4501
556062.5	1.831534	172.2363
556125	1.877603	172.2248
556187.5	1.840993	173.08
556250	1.810855	172.4349
556312.5	1.828877	171.8008
556375	1.815204	172.133
556437.5	1.804282	171.9745
556500	1.784356	171.9355
556562.5	1.774844	171.3089
556625	1.799791	171.9403
556687.5	1.749855	172.0601
556750	1.75229	170.7873
556812.5	1.77396	171.6676
556875	1.733984	172.0656
556937.5	1.719375	170.7758
557000	1.741216	171.0353
557062.5	1.727481	170.948
557125	1.710747	170.2577
557187.5	1.69953	170.9693
557250	1.701605	170.2419
557312.5	1.700017	171.1649
557375	1.659607	170.6294
557437.5	1.675769	169.493
557500	1.687854	170.6748
557562.5	1.651422	170.407
557625	1.636346	169.4593
557687.5	1.652633	169.7482
557750	1.634999	169.8559
557812.5	1.62947	169.8224
557875	1.619419	169.9451
557937.5	1.627481	169.2976
558000	1.619078	169.7595
558062.5	1.585349	169.4034
558125	1.620768	168.9187
558187.5	1.594608	170.1376
558250	1.575837	169.5173
558312.5	1.579894	168.9489
558375	1.581952	169.3306
558437.5	1.560972	168.8924
558500	1.5555	169.0684
558562.5	1.549066	168.5795
558625	1.563747	168.7222
558687.5	1.536881	169.3986
558750	1.525572	168.2419
558812.5	1.540192	168.651
558875	1.518933	169.4364
558937.5	1.495736	168.4702
559000	1.518008	168.0362
559062.5	1.509774	168.5079
559125	1.494843	167.8489
559187.5	1.478783	167.9673
559250	1.474765	167.916
559312.5	1.492386	168.5676
559375	1.456251	168.5395
559437.5	1.456733	167.6823
559500	1.486	167.8981
559562.5	1.44876	168.7078
559625	1.441595	166.8877
559687.5	1.449584	167.6019
559750	1.428568	167.5771
559812.5	1.430893	167.3833
559875	1.430098	167.2817
559937.5	1.415136	166.7931
560000	1.423979	168.0465
560062.5	1.396692	167.2804
560125	1.409368	166.3614
560187.5	1.411313	167.5846
560250	1.3797	167.2939
560312.5	1.381562	166.2224
560375	1.390765	166.8574
560437.5	1.367665	166.7692
560500	1.366148	166.1658
560562.5	1.356731	166.7879
560625	1.368805	166.3523
560687.5	1.359171	167.2005
560750	1.333386	165.8566
560812.5	1.362849	165.5851
560875	1.341347	166.8535
560937.5	1.329306	165.8515
561000	1.341739	165.6126
561062.5	1.333001	166.2068
561125	1.314666	166.1179
561187.5	1.320688	165.9305
561250	1.315223	165.3908
561312.5	1.318817	165.804
561375	1.287953	166.2096
561437.5	1.287263	164.848
561500	1.305097	165.4189
561562.5	1.280418	165.9364
561625	1.283786	165.0704
561687.5	1.286061	165.1795
561750	1.280041	165.4727
561812.5	1.273607	165.7556
561875	1.265874	164.9254
561937.5	1.272143	164.5449
562000	1.268761	165.4751
562062.5	1.243197	165.3368
562125	1.252132	164.289
562187.5	1.25773	165.1524
562250	1.234809	165.4509
562312.5	1.237235	164.2207
562375	1.241284	165.0085
562437.5	1.223239	164.7223
562500	1.22247	164.3126
562562.5	1.207449	163.9158
562625	1.223957	164.4769
562687.5	1.2193	165.0238
562750	1.190925	164.1775
562812.5	1.215987	163.6053
562875	1.207101	164.3786
562937.5	1.187382	164.3993
563000	1.195125	163.8236
563062.5	1.201326	164.2812
563125	1.18931	164.094
563187.5	1.177641	163.9674
563250	1.168138	163.1609
563312.5	1.191393	163.4876
563375	1.16137	164.3393
563437.5	1.170081	162.8384
563500	1.17354	163.0143
563562.5	1.155403	163.852
563625	1.151091	163.3555
563687.5	1.162786	163.4494
563750	1.150341	163.544
563812.5	1.144913	163.2527
563875	1.137079	163.5304
563937.5	1.132288	162.8775
564000	1.152294	163.7444
564062.5	1.114539	163.8062
564125	1.128657	162.4019
564187.5	1.135756	163.6442
564250	1.116529	162.8627
564312.5	1.125168	162.4164
564375	1.115076	163.0481
564437.5	1.108265	162.8322
564500	1.108443	162.5497
564562.5	1.09087	162.2381
564625	1.109028	162.7842
564687.5	1.102319	163.0723
564750	1.082978	162.0226
564812.5	1.103495	161.6877
564875	1.092911	162.9714
564937.5	1.068397	161.8973
565000	1.083243	161.8519
565062.5	1.081694	162.7348
565125	1.065101	162.2838
565187.5	1.06635	162.0178
565250	1.063248	161.5739
565312.5	1.076906	161.9462
565375	1.058444	162.2138
565437.5	1.054174	160.9949
565500	1.067674	161.8691
565562.5	1.048241	162.2048
565625	1.04445	161.2174
565687.5	1.056345	161.6096
565750	1.042921	161.9718
565812.5	1.045175	161.5337
565875	1.02757	161.617
565937.5	1.038985	161.3592
566000	1.031314	161.7791
566062.5	1.014414	161.223
566125	1.03473	160.5047
566187.5	1.032156	161.3936
566250	1.005888	161.4202
566312.5	1.029517	160.4201
566375	1.018636	161.2852
566437.5	1.016029	160.8497
566500	1.013737	160.9508
566562.5	1.008838	160.7403
566625	1.015449	160.7458
566687.5	0.9954274	161.3747
566750	0.9858944	160.2811
566812.5	1.003107	160.5797
566875	0.9984857	160.8988
566937.5	0.9776329	159.6165
567000	0.9931616	160.3622
567062.5	0.9925982	160.598
567125	0.986973	160.3748
567187.5	0.9859226	160.214
567250	0.9828141	159.5768
567312.5	0.9877327	160.4272
567375	0.9647375	160.6701
567437.5	0.9641722	159.2683
567500	0.9750234	160.6518
567562.5	0.9530014	160.7298
567625	0.9580143	159.9049
567687.5	0.9663243	159.9497
567750	0.9609877	159.991
567812.5	0.9512745	159.8863
567875	0.9420851	160.2536
567937.5	0.9535462	159.1207
568000	0.9502202	160.0769
568062.5	0.940464	159.8876
568125	0.9500542	159.3578
568187.5	0.9394892	160.2596
568250	0.9268759	159.5547
568312.5	0.9396666	159.5985
568375	0.9327353	160.1311
568437.5	0.9312688	159.8477
568500	0.9310518	159.7622
568562.5	0.9244606	158.9725
568625	0.9380879	159.2708
568687.5	0.9117102	160.0368
568750	0.9141585	158.498
568812.5	0.9317361	159.5195
568875	0.9104384	159.4266
568937.5	0.9046519	158.6109
569000	0.9158724	159.4106
569062.5	0.9125682	159.1843
569125	0.9130171	159.0209
569187.5	0.902885	158.9434
569250	0.9125009	158.3697
569312.5	0.9121705	160.3224
569375	0.8895606	158.4582
569437.5	0.9011662	158.1695
569500	0.9000014	159.6185
569562.5	0.8920662	157.9105
569625	0.8905827	158.7061
569687.5	0.8883727	159.5088
569750	0.8774024	158.3513
569812.5	0.8762286	158.6908
569875	0.8780032	157.9687
569937.5	0.8918467	158.0662
570000	0.8744933	159.2075
570062.5	0.8724243	157.203
570125	0.8891482	158.5821
570187.5	0.8632965	159.2669
570250	0.8631284	157.5053
570312.5	0.8700527	158.1711
570375	0.8663995	158.124
570437.5	0.8584734	158.5238
570500	0.8536765	157.6615
570562.5	0.8571804	157.3309
570625	0.865957	158.5655
570687.5	0.8380889	157.7697
570750	0.8637373	157.9956
570812.5	0.8588957	158.1508
570875	0.8457276	158.2274
570937.5	0.8488821	156.8999
571000	0.845417	157.7943
571062.5	0.8463715	157.5703
571125	0.836521	157.8876
571187.5	0.8262211	157.2625
571250	0.8416556	157.8071
571312.5	0.831248	158.5974
571375	0.8340382	156.9181
571437.5	0.8332826	157.136
571500	0.8239957	158.2952
571562.5	0.8217114	156.7163
571625	0.8404201	156.9915
571687.5	0.8279958	157.4977
571750	0.8247971	156.9754
571812.5	0.8209898	156.9556
571875	0.8186057	156.9857
571937.5	0.8250329	157.7278
572000	0.8084859	157.6848
572062.5	0.8238828	156.583
572125	0.8214451	157.8009
572187.5	0.7955325	157.9867
572250	0.8232331	156.5074
572312.5	0.8166913	157.1029
572375	0.8081029	156.8575
572437.5	0.7996258	156.8976
572500	0.8078415	156.6949
572562.5	0.8128793	156.7771
572625	0.7879026	157.2218
572687.5	0.7931758	156.3079
572750	0.8056158	156.6126
572812.5	0.7897968	157.0611
572875	0.7905446	156.5519
572937.5	0.801344	156.3165
573000	0.7870962	156.7035
573062.5	0.7829181	156.3981
573125	0.7823313	156.47
573187.5	0.7852064	155.9747
573250	0.7909262	157.1338
573312.5	0.7705353	156.2678
573375	0.7851904	156.0525
573437.5	0.787853	157.1336
573500	0.7601368	156.3314
573562.5	0.7813934	155.9233
573625	0.7819145	156.5886
573687.5	0.7694885	156.3105
573750	0.7663324	156.3613
573812.5	0.7707875	155.2169
573875	0.790745	155.852
573937.5	0.7636392	156.9615
574000	0.7565211	155.2418
574062.5	0.7699101	155.876
574125	0.7484999	155.9569
574187.5	0.7563827	155.5133
574250	0.7562733	155.7385
574312.5	0.749728	155.9314
574375	0.7500147	155.9782
574437.5	0.7456299	155.3188
574500	0.7532144	154.5743
574562.5	0.7476862	156.3773
574625	0.7358575	155.0902
574687.5	0.7548686	155.6113
574750	0.7408417	156.3965
574812.5	0.7298868	155.4363
574875	0.7506137	155.4502
574937.5	0.7377573	154.9779
575000	0.7380303	155.7984
575062.5	0.7301586	155.3445
575125	0.7423732	154.4294
575187.5	0.7441142	155.501
575250	0.7327992	155.236
575312.5	0.7235214	154.9489
575375	0.7387801	156.1727
575437.5	0.7194611	155.4838
575500	0.7209858	154.2449
575562.5	0.7326152	155.2452
575625	0.7286469	155.4204
575687.5	0.7209264	154.8981
575750	0.7249524	154.6978
575812.5	0.7201245	154.2287
575875	0.7195636	155.8316
575937.5	0.7091444	154.6043
576000	0.7295522	154.2728
576062.5	0.7090263	155.2499
576125	0.703016	153.8658
576187.5	0.7167021	154.2992
576250	0.7149386	155.4516
576312.5	0.7059652	153.9558
576375	0.7010525	154.4683
576437.5	0.7043116	153.6893
576500	0.7113584	154.3433
576562.5	0.690423	154.4366
576625	0.701436	153.4763
576687.5	0.7065346	154.7357
576750	0.6902938	154.0076
576812.5	0.695824	153.8283
576875	0.7048899	154.2045
576937.5	0.6949852	154.6642
577000	0.6983353	154.4202
577062.5	0.6913955	153.2594
577125	0.7121566	153.8727
577187.5	0.6829547	154.2243
577250	0.6941221	153.4851
577312.5	0.7034349	154.0991
577375	0.6798034	154.0194
577437.5	0.6873796	153.502
577500	0.6908662	153.0447
577562.5	0.6830461	153.6339
577625	0.6861902	153.1633
577687.5	0.6788491	152.896
577750	0.6928135	152.8149
577812.5	0.6790638	153.7018
577875	0.677264	153.3672
577937.5	0.6832407	152.2517
578000	0.6786454	153.8312
578062.5	0.6737763	153.3253
578125	0.6798864	152.1066
578187.5	0.6800467	152.3814
578250	0.6735075	153.4962
578312.5	0.668032	152.958
578375	0.6716873	151.5319
578437.5	0.6777951	152.8602
578500	0.666141	153.668
578562.5	0.670338	152.0023
578625	0.6790606	152.8607
578687.5	0.6625119	152.6046
578750	0.668965	152.1568
578812.5	0.6605169	152.7897
578875	0.6636675	152.9356
578937.5	0.6537325	153.3855
579000	0.6546106	153.0373
579062.5	0.6660023	152.5845
579125	0.6557675	152.7276
579187.5	0.6547915	151.945
579250	0.6605105	151.993
579312.5	0.652352	153.4946
579375	0.640585	151.9585
579437.5	0.6513048	152.2356
579500	0.6551841	152.1394
579562.5	0.6510662	152.4859
579625	0.6451991	151.757
579687.5	0.6458421	152.1283
579750	0.6496381	153.0808
579812.5	0.6394512	152.1521
579875	0.6498488	151.564
579937.5	0.6513296	152.663
580000	0.6388873	152.0112
580062.5	0.6411874	151.3868
580125	0.6434402	152.2248
580187.5	0.6299768	151.8971
580250	0.6390391	151.3344
580312.5	0.6349743	151.9232
580375	0.6507332	151.8468
580437.5	0.6312565	152.5287
580500	0.6362892	150.9804
580562.5	0.6410476	151.6232
580625	0.6247591	152.5426
580687.5	0.6248395	151.2791
580750	0.6326851	151.8765
580812.5	0.6318496	152.0122
580875	0.6332301	152.3729
580937.5	0.6279412	150.5083
581000	0.6294621	151.2404
581062.5	0.6224914	151.7906
581125	0.6129025	150.7197
581187.5	0.6306059	152.0071
581250	0.6152331	151.7102
581312.5	0.6192071	150.3837
581375	0.6171257	151.0236
581437.5	0.6158575	151.2883
581500	0.6157715	150.6972
581562.5	0.6137685	151.1177
581625	0.6138126	150.2451
581687.5	0.617556	151.3907
581750	0.6028938	150.3058
581812.5	0.6091304	150.1694
581875	0.6125135	151.6242
581937.5	0.5952817	150.1572
582000	0.6064894	150.0046
582062.5	0.6015821	151.232
582125	0.6079244	150.7717
582187.5	0.6014696	150.9802
582250	0.6046864	149.7561
582312.5	0.6122296	150.7246
582375	0.6002232	152.0422
582437.5	0.5957205	150.1766
582500	0.6083376	150.4042
582562.5	0.6008916	150.5282
582625	0.5972782	149.8732
582687.5	0.5978487	150.8965
582750	0.5940917	150.2499
582812.5	0.5921437	150.3114
582875	0.5939867	150.1938
582937.5	0.5970551	149.8681
583000	0.5899424	150.2273
583062.5	0.5883992	149.7329
583125	0.5985386	149.9645
583187.5	0.5896274	150.6886
583250	0.5852744	149.0504
583312.5	0.5879172	150.767
583375	0.5847153	150.5331
583437.5	0.5934606	150.0573
583500	0.5768156	149.8801
583562.5	0.5818351	150.1205
583625	0.590908	151.0124
583687.5	0.5805832	149.5397
583750	0.5882211	149.5584
583812.5	0.5834851	150.3461
583875	0.5741502	150.2085
583937.5	0.5874434	149.7094
584000	0.5769035	148.9789
584062.5	0.57639	149.3061
584125	0.5811483	149.259
584187.5	0.5751271	149.4501
584250	0.5698421	149.5423
584312.5	0.5654836	149.1904
584375	0.5739156	148.7898
584437.5	0.576258	150.5238
584500	0.5658626	149.4889
584562.5	0.5747467	148.5648
584625	0.572232	149.3444
584687.5	0.5632737	148.7601
584750	0.5715774	148.9611
584812.5	0.5645996	148.827
584875	0.5722253	149.9596
584937.5	0.5575469	149.51
585000	0.5654061	148.1503
585062.5	0.5694028	148.7706
585125	0.5485892	149.287
585187.5	0.5594227	148.3264
585250	0.56449	148.802
585312.5	0.5569593	148.7615
585375	0.5530897	148.733
585437.5	0.5537207	147.735
585500	0.5668839	148.9923
585562.5	0.5533466	149.5187
585625	0.5464571	148.2583
585687.5	0.5579282	148.3567
585750	0.5546778	148.8959
585812.5	0.5451199	148.2041
585875	0.559225	147.9711
585937.5	0.5448017	148.7606
586000	0.5514217	148.4634
586062.5	0.5480921	148.0084
586125	0.5538331	147.7112
586187.5	0.549247	149.7568
586250	0.5417978	148.6763
586312.5	0.5514274	147.7111
586375	0.5437678	149.575
586437.5	0.5472435	148.1458
586500	0.5411002	147.7631
586562.5	0.5540683	149.2018
586625	0.5527537	147.133
586687.5	0.5289778	147.9585
586750	0.5361986	148.0077
586812.5	0.5440009	148.6809
586875	0.5262245	148.3601
586937.5	0.5351166	146.7443
587000	0.5370505	148.4215
587062.5	0.5292694	147.4315
587125	0.5380066	147.0243
587187.5	0.5418751	146.9741
587250	0.5301775	147.6582
587312.5	0.532108	147.2789
587375	0.5303548	147.0647
587437.5	0.5437511	147.4935
587500	0.5154002	147.5905
587562.5	0.5227392	146.3556
587625	0.5316822	147.7103
587687.5	0.5189335	147.0854
587750	0.5329772	146.2046
587812.5	0.5322319	147.2733
587875	0.5190846	147.9621
587937.5	0.5249482	146.75
588000	0.5273721	146.852
588062.5	0.5242865	147.6352
588125	0.5203423	147.2216
588187.5	0.5247827	146.7054
588250	0.527903	146.7473
588312.5	0.5117805	147.7659
588375	0.5176898	145.8618
588437.5	0.5234225	146.3819
588500	0.5182759	147.0591
588562.5	0.5206684	147.002
588625	0.5130002	146.8467
588687.5	0.5190464	146.9973
588750	0.517414	146.4736
588812.5	0.5038307	146.4099
588875	0.5172683	146.1741
588937.5	0.5143908	147.7242
589000	0.4984951	145.5366
589062.5	0.5123848	146.5733
589125	0.5133254	147.3174
589187.5	0.50847	146.7087
589250	0.5032567	146.5361
589312.5	0.5183898	145.367
589375	0.508045	146.9903
589437.5	0.4990445	147.1953
589500	0.5093922	145.6825
589562.5	0.5120565	146.7202
589625	0.4967158	146.2302
589687.5	0.5038921	144.9341
589750	0.500005	147.5907
589812.5	0.5020704	145.6165
589875	0.4956911	145.9352
589937.5	0.4978327	145.8189
590000	0.5028436	146.1039
590062.5	0.4954116	146.4429
590125	0.4994611	143.9227
590187.5	0.5002726	145.8937
590250	0.492034	146.2129
590312.5	0.4949283	145.1321
590375	0.4941364	145.7115
590437.5	0.4897895	146.0065
590500	0.4833725	145.8102
590562.5	0.4814211	146.2246
590625	0.4927886	146.1727
590687.5	0.4850704	146.3188
590750	0.4904478	145.5985
590812.5	0.4904201	145.8905
590875	0.4819539	145.7209
590937.5	0.4866786	145.3504
591000	0.4950017	145.6955
591062.5	0.4772169	145.5175
591125	0.4756092	145.9846
591187.5	0.4773339	145.0249
591250	0.4803342	145.4448
591312.5	0.4769372	145.9222
591375	0.4717905	144.1442
591437.5	0.4969857	145.5295
591500	0.4783876	145.5485
591562.5	0.4807231	146.0555
591625	0.4702758	146.3174
591687.5	0.492263	146.2869
591750	0.4736921	144.3497
591812.5	0.4732166	143.7585
591875	0.4729477	145.3956
591937.5	0.4674408	145.8042
592000	0.4751639	144.0699
592062.5	0.4738649	147.0311
592125	0.478116	145.1508
592187.5	0.4652588	144.0625
592250	0.475095	143.7993
592312.5	0.4771503	145.1111
592375	0.4692672	143.1994
592437.5	0.4785353	145.3179
592500	0.468271	145.4572
592562.5	0.4739909	146.1772
592625	0.4642386	144.7344
592687.5	0.4635793	144.2232
592750	0.4633614	146.4976
592812.5	0.456131	144.2342
592875	0.4674003	144.7962
592937.5	0.4593972	144.7553
593000	0.463699	145.3047
593062.5	0.4600596	144.1163
593125	0.4558493	144.3696
593187.5	0.4527274	145.4855
593250	0.4541354	144.895
593312.5	0.4642044	144.1184
593375	0.4536031	145.098
593437.5	0.4525869	144.4921
593500	0.4574636	144.2619
593562.5	0.4500344	144.0055
593625	0.4528359	144.5543
593687.5	0.4471299	144.1526
593750	0.4476954	144.1837
593812.5	0.4469326	145.1988
593875	0.4510979	144.6403
593937.5	0.4512311	143.1715
594000	0.4488376	143.8011
594062.5	0.4449965	143.789
594125	0.444271	143.2728
594187.5	0.4429222	145.0383
594250	0.4445938	144.1312
594312.5	0.4475526	144.5242
594375	0.4430366	144.2978
594437.5	0.4469154	144.1236
594500	0.4415487	144.3919
594562.5	0.4407748	143.7341
594625	0.4371397	145.5124
594687.5	0.4361636	145.0072
594750	0.4374951	144.6561
594812.5	0.4340647	144.0626
594875	0.4389089	144.3655
594937.5	0.4379779	144.8754
595000	0.4404549	144.8273
595062.5	0.4299425	144.0502
595125	0.4219012	144.4472
595187.5	0.4365843	144.3858
595250	0.4347293	145.508
595312.5	0.4197961	143.7837
595375	0.4339857	144.0181
595437.5	0.4244404	145.303
595500	0.4260515	142.7658
595562.5	0.4372825	144.773
595625	0.4224345	144.7537
595687.5	0.4230264	144.2108
595750	0.4195897	143.5681
595812.5	0.4303098	143.7983
595875	0.4236374	145.077
595937.5	0.4222645	143.9743
596000	0.430889	144.558
596062.5	0.4283392	145.4086
596125	0.4138544	144.2398
596187.5	0.4259646	144.5356
596250	0.4168286	145.6712
596312.5	0.4176645	144.5032
596375	0.4168639	145.3166
596437.5	0.424338	144.097
596500	0.4165299	146.1486
596562.5	0.4061398	145.5092
596625	0.422235	144.3174
596687.5	0.4180425	144.369
596750	0.4102411	145.754
596812.5	0.4157345	143.7476
596875	0.4081315	144.9256
596937.5	0.4076364	144.6024
597000	0.4092149	144.2535
597062.5	0.4206333	143.5984
597125	0.4148508	146.4412
597187.5	0.405294	144.5721
597250	0.4133866	144.3033
597312.5	0.4119129	144.8714
597375	0.4088345	145.05
597437.5	0.4088657	144.4434
597500	0.4121598	145.2869
597562.5	0.4146314	145.9115
597625	0.3950037	144.8389
597687.5	0.4075241	144.8291
597750	0.4230669	146.3322
597812.5	0.3922192	145.405
597875	0.3989814	145.5001
597937.5	0.4044453	146.577
598000	0.4025151	144.3944
598062.5	0.4058189	145.1167
598125	0.4108336	146.3092
598187.5	0.3989252	145.9967
598250	0.3938873	146.1235
598312.5	0.3961437	143.8389
598375	0.4126732	146.7558
598437.5	0.3917997	147.284
598500	0.393868	145.8697
598562.5	0.4066896	146.046
598625	0.4023925	146.6231
598687.5	0.3985522	146.9494
598750	0.3987334	145.4999
598812.5	0.4012426	146.3312
598875	0.3930706	147.1934
598937.5	0.4001261	145.5946
599000	0.4030646	146.5893
599062.5	0.3901497	146.9179
599125	0.3815368	144.8927
599187.5	0.3999772	145.5909
599250	0.3999272	147.3455
599312.5	0.397762	147.3005
599375	0.39671	145.0902
599437.5	0.3988531	147.2573
599500	0.3856733	146.6201
599562.5	0.3945625	145.2409
599625	0.4004518	148.2032
599687.5	0.3862657	147.411
599750	0.3883095	146.6378
599812.5	0.3966015	146.7553
599875	0.3998578	147.4438
599937.5	0.3790132	146.4393
600000	0.3840976	145.9716
600062.5	0.3913999	146.886
600125	0.3831956	147.6964
600187.5	0.3903381	145.5488
600250	0.3982807	147.2797
600312.5	0.3929509	147.2679
600375	0.386692	148.1037
600437.5	0.3932623	147.3461
600500	0.3874523	148.9628
600562.5	0.3889054	147.2761
600625	0.3879568	147.8425
600687.5	0.397634	147.9664
600750	0.3879352	148.9087
600812.5	0.378001	147.6167
600875	0.3928641	148.558
600937.5	0.3894206	149.1882
601000	0.384804	147.5607
601062.5	0.3880404	147.4052
601125	0.3805825	148.6173
601187.5	0.3868378	152.2568
601250	0.3920599	148.2262
601312.5	0.3938923	149.5639
601375	0.3800991	149.7095
601437.5	0.3833039	148.31
601500	0.398657	147.9687
601562.5	0.3767849	150.2305
601625	0.3903105	149.61
601687.5	0.3865551	148.9358
601750	0.3862649	149.6662
601812.5	0.3940293	150.5194
601875	0.3808314	147.6222
601937.5	0.3913582	149.657
602000	0.3873142	149.9716
602062.5	0.3897752	148.4534
602125	0.3895826	149.7377
602187.5	0.3869218	149.811
602250	0.3876333	149.7146
602312.5	0.3834886	149.3407
602375	0.3922794	149.2439
602437.5	0.3857188	149.6265
602500	0.392532	149.9695
602562.5	0.3957948	150.9246
602625	0.4031772	150.6029
602687.5	0.3897559	149.0982
602750	0.4059432	150.2336
602812.5	0.380966	150.2826
602875	0.3904645	150.8225
602937.5	0.393032	149.8565
603000	0.3945957	150.9621
603062.5	0.3951164	151.3894
603125	0.3963645	150.2453
603187.5	0.3992833	151.0254
603250	0.3867134	151.5959
603312.5	0.3924077	149.9981
603375	0.4024116	151.1721
603437.5	0.3892071	151.0887
603500	0.3926335	151.5168
603562.5	0.3996204	151.5278
603625	0.3911658	150.3965
603687.5	0.395279	149.7654
603750	0.3979514	150.6846
603812.5	0.4030144	151.2567
603875	0.3945154	152.4977
603937.5	0.4019861	149.3527
604000	0.4035996	153.1645
604062.5	0.3962248	151.5944
604125	0.3950335	150.963
604187.5	0.4036143	151.5954
604250	0.4022647	150.456
604312.5	0.4054379	150.3113
604375	0.4033042	150.8491
604437.5	0.3942975	151.7305
604500	0.398513	150.2926
604562.5	0.4075004	152.1132
604625	0.4062022	151.5979
604687.5	0.4013627	152.2431
604750	0.4048511	150.3298
604812.5	0.4069173	152.4448
604875	0.4018775	151.9806
604937.5	0.4114339	150.5724
605000	0.4070494	151.0933
605062.5	0.4158515	152.7875
605125	0.4027956	152.0968
605187.5	0.418882	151.6639
605250	0.4170527	151.5744
